id,title,kit_deleted,kit_disabled,kit_modified,kit_created,src_area,tar_area,kit_tags
72,admin settings menu,0,0,2024-11-21 12:34:03,2016-08-13 03:02:14,ins_admin,ins_admin,2,3,1
71,admin menu,0,0,2024-11-25 09:19:42,2016-08-13 03:02:14,ins_admin,ins_admin,2,8,3,9
29,main menu,0,0,2024-11-24 12:42:46,2016-08-13 03:02:14,home,home,1
